Date,Position,Teams,Players
"CS:GO World ranking on March 29th, 2021",#24,Sprout(97 points),Spiidi denis kressy faveN slaxz-
"CS:GO World ranking on March 29th, 2021",#25,ENCE(89 points),allu Snappi doto dycha Spinx
"CS:GO World ranking on March 29th, 2021",#26,Nemiga(88 points),mds Jyo speed4k boX lollipop21k
"CS:GO World ranking on March 29th, 2021",#27,SAW(82 points),arki MUTiRiS rmn JUST stadodo
"CS:GO World ranking on March 29th, 2021",#28,paiN(82 points),PKL NEKIZ hardzao biguzera saffee
"CS:GO World ranking on March 29th, 2021",#29,Copenhagen Flames(80 points),AcilioN Nodios nicoodoz maNkz jabbi
"CS:GO World ranking on March 29th, 2021",#30,Endpoint(76 points),robiin CRUC1AL MiGHTYMAX Surreal flameZ
"CS:GO World ranking on February 22nd, 2021",#1,Astralis(904 points),Xyp9x dupreeh gla1ve device Magisk
"CS:GO World ranking on February 22nd, 2021",#2,Natus Vincere(849 points),flamie s1mple electronic Boombl4 Perfecto
"CS:GO World ranking on February 22nd, 2021",#3,Vitality(565 points),shox RpK ZywOo misutaaa Nivera
"CS:GO World ranking on February 22nd, 2021",#4,BIG(536 points),tabseN tiziaN syrsoN XANTARES k1to
"CS:GO World ranking on February 22nd, 2021",#5,Liquid(446 points),FalleN NAF EliGE Stewie2K Grim
"CS:GO World ranking on February 22nd, 2021",#6,Virtus.pro(419 points),SANJI buster Qikert Jame YEKINDAR
"CS:GO World ranking on February 22nd, 2021",#7,Spirit(343 points),chopper mir sdy degster magixx
"CS:GO World ranking on February 22nd, 2021",#8,Heroic(343 points),cadiaN b0RUP niko stavn TeSeS
"CS:GO World ranking on February 22nd, 2021",#9,Complexity(297 points),jks RUSH k0nfig poizon blameF
"CS:GO World ranking on February 22nd, 2021",#10,FURIA(286 points),arT yuurih VINI junior KSCERATO
"CS:GO World ranking on February 22nd, 2021",#11,Evil Geniuses(275 points),stanislaw tarik Brehze Ethan CeRq
"CS:GO World ranking on February 22nd, 2021",#12,OG(274 points),NBK- valde Aleksib ISSAA mantuu
"CS:GO World ranking on February 22nd, 2021",#13,NIP(264 points),REZ hampus nawwk Plopski ztr
"CS:GO World ranking on February 22nd, 2021",#14,G2(263 points),NiKo huNter- kennyS AmaNEk nexa
"CS:GO World ranking on February 22nd, 2021",#15,Gambit(255 points),Hobbit interz Ax1Le sh1ro nafany
"CS:GO World ranking on February 22nd, 2021",#16,MOUZ(243 points),dexter frozen acoR ropz Bymas
"CS:GO World ranking on February 22nd, 2021",#17,fnatic(225 points),JW KRIMZ Golden Brollan Jackinho
"CS:GO World ranking on February 22nd, 2021",#18,FaZe(192 points),karrigan rain coldzera Twistzz broky
"CS:GO World ranking on February 22nd, 2021",#19,FunPlus Phoenix(190 points),zehN chrisJ STYKO Maden Farlig
"CS:GO World ranking on February 22nd, 2021",#20,Cloud9(121 points),ALEX es3tag floppy Xeppaa mezii
"CS:GO World ranking on February 22nd, 2021",#21,Sprout(92 points),Spiidi denis kressy faveN slaxz-
"CS:GO World ranking on February 22nd, 2021",#22,SAW(82 points),arki MUTiRiS rmn JUST stadodo
"CS:GO World ranking on February 22nd, 2021",#23,Movistar Riders(69 points),steel alex mopoz smooya shokz
"CS:GO World ranking on February 22nd, 2021",#24,Sinners(67 points),oskar ZEDKO beastik SHOCK NEOFRAG
"CS:GO World ranking on February 22nd, 2021",#25,Nemiga(66 points),mds Jyo speed4k boX lollipop21k
"CS:GO World ranking on February 22nd, 2021",#26,Winstrike(66 points),NickelBack Krad Lack1 El1an Forester
"CS:GO World ranking on February 22nd, 2021",#27,O PLANO(60 points),kNgV- HEN1 LUCAS1 trk leo_drk
"CS:GO World ranking on February 22nd, 2021",#28,EXTREMUM(59 points),BnTeT AZR jkaem Gratisfaction Liazz
"CS:GO World ranking on February 22nd, 2021",#29,MIBR(58 points),boltz yel chelo shz danoco
"CS:GO World ranking on February 22nd, 2021",#30,Dignitas(57 points),f0rest friberg hallzerk H4RR3 HEAP
"CS:GO World ranking on January 25th, 2021",#1,Astralis(1000 points),Xyp9x dupreeh gla1ve device Magisk
"CS:GO World ranking on January 25th, 2021",#2,Vitality(762 points),shox RpK apEX ZywOo misutaaa
"CS:GO World ranking on January 25th, 2021",#3,Natus Vincere(748 points),flamie s1mple electronic Boombl4 Perfecto
"CS:GO World ranking on January 25th, 2021",#4,BIG(458 points),tabseN tiziaN syrsoN XANTARES k1to
"CS:GO World ranking on January 25th, 2021",#5,Liquid(349 points),FalleN NAF EliGE Stewie2K Grim
"CS:GO World ranking on January 25th, 2021",#6,Heroic(299 points),cadiaN b0RUP niko stavn TeSeS
"CS:GO World ranking on January 25th, 2021",#7,OG(286 points),NBK- valde Aleksib ISSAA mantuu
"CS:GO World ranking on January 25th, 2021",#8,G2(284 points),NiKo huNter- kennyS AmaNEk nexa
"CS:GO World ranking on January 25th, 2021",#9,FURIA(280 points),arT yuurih VINI junior KSCERATO
"CS:GO World ranking on January 25th, 2021",#10,Virtus.pro(244 points),SANJI buster Qikert Jame YEKINDAR
"CS:GO World ranking on January 25th, 2021",#11,MOUZ(230 points),karrigan frozen acoR ropz Bymas
"CS:GO World ranking on January 25th, 2021",#12,Complexity(211 points),jks RUSH k0nfig poizon blameF
"CS:GO World ranking on January 25th, 2021",#13,Gambit(167 points),Hobbit interz Ax1Le sh1ro nafany
"CS:GO World ranking on January 25th, 2021",#14,Evil Geniuses(164 points),stanislaw tarik Brehze Ethan CeRq
"CS:GO World ranking on January 25th, 2021",#15,FaZe(148 points),olofmeister rain Kjaerbye coldzera broky
"CS:GO World ranking on January 25th, 2021",#16,fnatic(133 points),JW KRIMZ Golden Brollan Jackinho
"CS:GO World ranking on January 25th, 2021",#17,FunPlus Phoenix(130 points),zehN STYKO Maden Farlig
"CS:GO World ranking on January 25th, 2021",#18,NIP(106 points),twist REZ hampus nawwk Plopski
"CS:GO World ranking on January 25th, 2021",#19,Cloud9(92 points),ALEX es3tag floppy Xeppaa mezii
"CS:GO World ranking on January 25th, 2021",#20,Spirit(92 points),chopper mir sdy degster magixx
"CS:GO World ranking on January 25th, 2021",#21,SAW(67 points),arki MUTiRiS rmn JUST stadodo
"CS:GO World ranking on January 25th, 2021",#22,forZe(62 points),facecrack almazer FL1T xsepower Jerry
"CS:GO World ranking on January 25th, 2021",#23,MAD Lions(57 points),HooXi refrezh sjuush roeJ
"CS:GO World ranking on January 25th, 2021",#24,TeamOne(55 points),Maluk3 prt malbsMd pesadelo skullz
"CS:GO World ranking on January 25th, 2021",#25,North(48 points),cajunb gade Lekr0 Kristou grux
"CS:GO World ranking on January 25th, 2021",#26,Nemiga(47 points),mds Jyo speed4k boX lollipop21k
"CS:GO World ranking on January 25th, 2021",#27,EXTREMUM(44 points),BnTeT AZR jkaem Gratisfaction Liazz
"CS:GO World ranking on January 25th, 2021",#28,Sprout(40 points),Spiidi denis kressy faveN slaxz-
"CS:GO World ranking on January 25th, 2021",#29,Dignitas(39 points),f0rest friberg hallzerk H4RR3 HEAP
"CS:GO World ranking on January 25th, 2021",#30,Endpoint(35 points),robiin CRUC1AL MiGHTYMAX Surreal flameZ
"CS:GO World ranking on December 28th, 2020",#1,Astralis(1000 points),Xyp9x dupreeh gla1ve device Magisk
"CS:GO World ranking on December 28th, 2020",#2,Vitality(842 points),shox RpK apEX ZywOo misutaaa
"CS:GO World ranking on December 28th, 2020",#3,Natus Vincere(627 points),flamie s1mple electronic Boombl4 Perfecto
"CS:GO World ranking on December 28th, 2020",#4,BIG(566 points),tabseN tiziaN syrsoN XANTARES k1to
"CS:GO World ranking on December 28th, 2020",#5,Heroic(459 points),cadiaN b0RUP niko stavn TeSeS
"CS:GO World ranking on December 28th, 2020",#6,FURIA(396 points),HEN1 arT yuurih VINI KSCERATO
"CS:GO World ranking on December 28th, 2020",#7,OG(349 points),NBK- valde Aleksib ISSAA mantuu
"CS:GO World ranking on December 28th, 2020",#8,G2(336 points),NiKo huNter- kennyS AmaNEk nexa
"CS:GO World ranking on December 28th, 2020",#9,MOUZ(320 points),karrigan chrisJ frozen ropz Bymas
"CS:GO World ranking on December 28th, 2020",#10,Liquid(305 points),NAF EliGE Stewie2K Grim
"CS:GO World ranking on December 28th, 2020",#11,Complexity(287 points),jks RUSH k0nfig poizon blameF
"CS:GO World ranking on December 28th, 2020",#12,Virtus.pro(278 points),SANJI buster Qikert Jame YEKINDAR
"CS:GO World ranking on December 28th, 2020",#13,FaZe(238 points),olofmeister rain Kjaerbye coldzera broky
"CS:GO World ranking on December 28th, 2020",#14,fnatic(207 points),flusha JW KRIMZ Golden Brollan
"CS:GO World ranking on December 28th, 2020",#15,Gambit(202 points),Hobbit interz Ax1Le sh1ro nafany
"CS:GO World ranking on December 28th, 2020",#16,Evil Geniuses(184 points),stanislaw tarik Brehze Ethan CeRq
"CS:GO World ranking on December 28th, 2020",#17,NIP(175 points),twist REZ hampus nawwk Plopski
"CS:GO World ranking on December 28th, 2020",#18,Chaos(170 points),MarKE vanity Jonji Xeppaa leaf
"CS:GO World ranking on December 28th, 2020",#19,Spirit(152 points),chopper mir sdy iDISBALANCE magixx
"CS:GO World ranking on December 28th, 2020",#20,GODSENT(143 points),zehN emi STYKO Maden Farlig
"CS:GO World ranking on December 28th, 2020",#21,MIBR(130 points),kNgV- LUCAS1 trk leo_drk vsm
"CS:GO World ranking on December 28th, 2020",#22,Cloud9(103 points),ALEX woxic es3tag floppy mezii
"CS:GO World ranking on December 28th, 2020",#23,MAD Lions(100 points),HooXi acoR refrezh sjuush roeJ
"CS:GO World ranking on December 28th, 2020",#24,TeamOne(87 points),Maluk3 prt malbsMd pesadelo b4rtiN
"CS:GO World ranking on December 28th, 2020",#25,SAW(72 points),arki MUTiRiS rmn JUST stadodo
"CS:GO World ranking on December 28th, 2020",#26,Nemiga(64 points),mds Jyo speed4k boX lollipop21k
"CS:GO World ranking on December 28th, 2020",#27,forZe(61 points),facecrack almazer FL1T xsepower Jerry
"CS:GO World ranking on December 28th, 2020",#28,Espada(61 points),Dima S0tF1k FinigaN degster Patsi
"CS:GO World ranking on December 28th, 2020",#29,North(60 points),cajunb gade Lekr0 kreaz Kristou
"CS:GO World ranking on December 28th, 2020",#30,Triumph(58 points),Shakezullah junior Bwills penny
"CS:GO World ranking on November 30th, 2020",#1,Vitality(1000 points),shox RpK apEX ZywOo misutaaa
"CS:GO World ranking on November 30th, 2020",#2,Heroic(710 points),cadiaN b0RUP niko stavn TeSeS
"CS:GO World ranking on November 30th, 2020",#3,Natus Vincere(700 points),flamie s1mple electronic Boombl4 Perfecto
"CS:GO World ranking on November 30th, 2020",#4,Astralis(658 points),Xyp9x dupreeh gla1ve device Magisk
"CS:GO World ranking on November 30th, 2020",#5,BIG(578 points),tabseN tiziaN syrsoN XANTARES k1to
"CS:GO World ranking on November 30th, 2020",#6,OG(502 points),NBK- valde Aleksib ISSAA mantuu
"CS:GO World ranking on November 30th, 2020",#7,FURIA(498 points),HEN1 arT yuurih VINI KSCERATO
"CS:GO World ranking on November 30th, 2020",#8,G2(414 points),JaCkz NiKo huNter- kennyS nexa
"CS:GO World ranking on November 30th, 2020",#9,Complexity(385 points),jks RUSH k0nfig poizon blameF
"CS:GO World ranking on November 30th, 2020",#10,FaZe(380 points),olofmeister rain Kjaerbye coldzera broky
"CS:GO World ranking on November 30th, 2020",#11,NIP(310 points),twist REZ hampus nawwk Plopski
"CS:GO World ranking on November 30th, 2020",#12,Evil Geniuses(309 points),stanislaw tarik Brehze Ethan CeRq
"CS:GO World ranking on November 30th, 2020",#13,MOUZ(307 points),karrigan chrisJ frozen ropz Bymas
"CS:GO World ranking on November 30th, 2020",#14,fnatic(284 points),flusha JW KRIMZ Golden Brollan
"CS:GO World ranking on November 30th, 2020",#15,Liquid(283 points),NAF EliGE Stewie2K Twistzz Grim
"CS:GO World ranking on November 30th, 2020",#16,Virtus.pro(266 points),SANJI buster Qikert Jame YEKINDAR
"CS:GO World ranking on November 30th, 2020",#17,Spirit(242 points),chopper mir sdy iDISBALANCE magixx
"CS:GO World ranking on November 30th, 2020",#18,Chaos(202 points),MarKE vanity Jonji Xeppaa leaf
"CS:GO World ranking on November 30th, 2020",#19,Gambit(191 points),Hobbit interz Ax1Le sh1ro nafany
"CS:GO World ranking on November 30th, 2020",#20,Sprout(126 points),Spiidi denis snatchie faveN dycha
"CS:GO World ranking on November 30th, 2020",#21,Nemiga(116 points),mds Jyo speed4k boX lollipop21k
"CS:GO World ranking on November 30th, 2020",#22,TeamOne(112 points),Maluk3 prt malbsMd pesadelo b4rtiN
"CS:GO World ranking on November 30th, 2020",#23,GODSENT(107 points),zehN emi STYKO Maden Farlig
"CS:GO World ranking on November 30th, 2020",#24,MAD Lions(104 points),HooXi acoR refrezh sjuush roeJ
"CS:GO World ranking on November 30th, 2020",#25,MIBR(98 points),kNgV- LUCAS1 trk leo_drk vsm
"CS:GO World ranking on November 30th, 2020",#26,Triumph(92 points),ryann Shakezullah junior Bwills penny
"CS:GO World ranking on November 30th, 2020",#27,Cloud9(89 points),ALEX woxic es3tag floppy mezii
"CS:GO World ranking on November 30th, 2020",#28,forZe(88 points),facecrack almazer FL1T xsepower Jerry
"CS:GO World ranking on November 30th, 2020",#29,Espada(83 points),Dima S0tF1k FinigaN degster Patsi
"CS:GO World ranking on November 30th, 2020",#30,Endpoint(77 points),robiin CRUC1AL MiGHTYMAX Surreal flameZ
"CS:GO World ranking on October 26th, 2020",#1,Heroic(956 points),cadiaN b0RUP niko stavn TeSeS
"CS:GO World ranking on October 26th, 2020",#2,Astralis(800 points),Xyp9x dupreeh gla1ve device Magisk
"CS:GO World ranking on October 26th, 2020",#3,Vitality(773 points),shox RpK apEX ZywOo misutaaa
"CS:GO World ranking on October 26th, 2020",#4,FURIA(651 points),HEN1 arT yuurih VINI KSCERATO
"CS:GO World ranking on October 26th, 2020",#5,Natus Vincere(611 points),flamie s1mple electronic Boombl4 Perfecto
"CS:GO World ranking on October 26th, 2020",#6,BIG(588 points),tabseN tiziaN syrsoN XANTARES k1to
"CS:GO World ranking on October 26th, 2020",#7,Evil Geniuses(513 points),stanislaw tarik Brehze Ethan CeRq
"CS:GO World ranking on October 26th, 2020",#8,FaZe(486 points),NiKo rain Kjaerbye coldzera broky
"CS:GO World ranking on October 26th, 2020",#9,OG(463 points),NBK- valde Aleksib ISSAA mantuu
"CS:GO World ranking on October 26th, 2020",#10,NIP(407 points),twist REZ hampus nawwk Plopski
"CS:GO World ranking on October 26th, 2020",#11,fnatic(392 points),flusha JW KRIMZ Golden Brollan
"CS:GO World ranking on October 26th, 2020",#12,Liquid(385 points),NAF EliGE Stewie2K Twistzz Grim
"CS:GO World ranking on October 26th, 2020",#13,G2(329 points),JaCkz huNter- kennyS AmaNEk nexa
"CS:GO World ranking on October 26th, 2020",#14,Complexity(320 points),jks RUSH k0nfig poizon blameF
"CS:GO World ranking on October 26th, 2020",#15,MOUZ(300 points),karrigan chrisJ frozen ropz Bymas
"CS:GO World ranking on October 26th, 2020",#16,Virtus.pro(274 points),SANJI buster Qikert Jame YEKINDAR
"CS:GO World ranking on October 26th, 2020",#17,Spirit(248 points),chopper mir sdy iDISBALANCE magixx
"CS:GO World ranking on October 26th, 2020",#18,Sprout(239 points),Spiidi denis snatchie faveN dycha
"CS:GO World ranking on October 26th, 2020",#19,Chaos(190 points),MarKE vanity Jonji Xeppaa leaf
"CS:GO World ranking on October 26th, 2020",#20,GODSENT(189 points),zehN STYKO kRYSTAL Maden Farlig
"CS:GO World ranking on October 26th, 2020",#21,ENCE(161 points),allu suNny sergej Jamppi
"CS:GO World ranking on October 26th, 2020",#22,Nemiga(161 points),mds Jyo speed4k boX lollipop21k
"CS:GO World ranking on October 26th, 2020",#23,North(141 points),cajunb MSL aizy gade Lekr0
"CS:GO World ranking on October 26th, 2020",#24,TeamOne(138 points),Maluk3 prt malbsMd pesadelo b4rtiN
"CS:GO World ranking on October 26th, 2020",#25,Gambit(136 points),Hobbit interz Ax1Le sh1ro nafany
"CS:GO World ranking on October 26th, 2020",#26,forZe(127 points),facecrack almazer FL1T xsepower Jerry
"CS:GO World ranking on October 26th, 2020",#27,New England Whalers(98 points),djay ben1337 PwnAlone Bwills Rampage
"CS:GO World ranking on October 26th, 2020",#28,Gen.G(98 points),BnTeT autimatic koosta
"CS:GO World ranking on October 26th, 2020",#29,SAW(93 points),arki MUTiRiS rmn JUST stadodo
"CS:GO World ranking on October 26th, 2020",#30,ex-Cloud9(79 points),Sonic JT motm oSee
"CS:GO World ranking on September 28th, 2020",#1,Evil Geniuses(903 points),stanislaw tarik Brehze Ethan CeRq
"CS:GO World ranking on September 28th, 2020",#2,Heroic(882 points),cadiaN b0RUP niko stavn TeSeS
"CS:GO World ranking on September 28th, 2020",#3,Vitality(880 points),shox RpK apEX ZywOo misutaaa
"CS:GO World ranking on September 28th, 2020",#4,FURIA(786 points),HEN1 arT yuurih VINI KSCERATO
"CS:GO World ranking on September 28th, 2020",#5,BIG(721 points),tabseN tiziaN syrsoN XANTARES k1to
"CS:GO World ranking on September 28th, 2020",#6,Liquid(587 points),NAF EliGE Stewie2K Twistzz Grim
"CS:GO World ranking on September 28th, 2020",#7,G2(574 points),JaCkz huNter- kennyS AmaNEk nexa
"CS:GO World ranking on September 28th, 2020",#8,Natus Vincere(572 points),flamie s1mple electronic Boombl4 Perfecto
"CS:GO World ranking on September 28th, 2020",#9,Astralis(496 points),dupreeh gla1ve device es3tag Magisk
"CS:GO World ranking on September 28th, 2020",#10,Complexity(484 points),RUSH k0nfig poizon blameF
"CS:GO World ranking on September 28th, 2020",#11,100 Thieves(458 points),jks AZR jkaem Gratisfaction Liazz
"CS:GO World ranking on September 28th, 2020",#12,OG(418 points),NBK- valde Aleksib ISSAA mantuu
"CS:GO World ranking on September 28th, 2020",#13,fnatic(368 points),flusha JW KRIMZ Golden Brollan
"CS:GO World ranking on September 28th, 2020",#14,NIP(361 points),twist REZ hampus Plopski
"CS:GO World ranking on September 28th, 2020",#15,FaZe(324 points),NiKo rain Kjaerbye coldzera broky
"CS:GO World ranking on September 28th, 2020",#16,Sprout(276 points),Spiidi denis snatchie faveN dycha
"CS:GO World ranking on September 28th, 2020",#17,GODSENT(262 points),zehN STYKO kRYSTAL Maden Farlig
"CS:GO World ranking on September 28th, 2020",#18,Chaos(259 points),MarKE vanity Jonji Xeppaa leaf
"CS:GO World ranking on September 28th, 2020",#19,Spirit(251 points),chopper mir sdy iDISBALANCE magixx
"CS:GO World ranking on September 28th, 2020",#20,Gen.G(234 points),BnTeT autimatic koosta s0m
"CS:GO World ranking on September 28th, 2020",#21,MOUZ(230 points),karrigan chrisJ frozen ropz Bymas
"CS:GO World ranking on September 28th, 2020",#22,ENCE(201 points),allu Aerial suNny sergej Jamppi
"CS:GO World ranking on September 28th, 2020",#23,Cloud9(179 points),Sonic JT floppy motm oSee
"CS:GO World ranking on September 28th, 2020",#24,forZe(164 points),facecrack almazer FL1T xsepower Jerry
"CS:GO World ranking on September 28th, 2020",#25,North(155 points),cajunb MSL aizy gade Lekr0
"CS:GO World ranking on September 28th, 2020",#26,MAD Lions(145 points),AcilioN acoR sjuush roeJ
"CS:GO World ranking on September 28th, 2020",#27,Virtus.pro(99 points),SANJI buster Qikert Jame YEKINDAR
"CS:GO World ranking on September 28th, 2020",#28,TeamOne(97 points),Maluk3 prt malbsMd pesadelo b4rtiN
"CS:GO World ranking on September 28th, 2020",#29,Gambit Youngsters(89 points),Hobbit interz Ax1Le sh1ro nafany
"CS:GO World ranking on September 28th, 2020",#30,Espada(86 points),Dima S0tF1k FinigaN degster Patsi
"CS:GO World ranking on August 31st, 2020",#1,Vitality(873 points),shox RpK apEX ZywOo misutaaa
"CS:GO World ranking on August 31st, 2020",#2,Heroic(833 points),cadiaN b0RUP niko stavn TeSeS
"CS:GO World ranking on August 31st, 2020",#3,Evil Geniuses(801 points),stanislaw tarik Brehze Ethan CeRq
